FlightID,Airline,FlightNumber,Origin,Destination,ScheduledDeparture,ActualDeparture,ScheduledArrival,ActualArrival,DelayMinutes,DelayReason,Cancelled,Diverted,AircraftType,TailNumber,Distance
1695729,United,6458,ATL,BOS,2024-09-01 01:49,2024-09-01 02:15,2024-09-01 02:49,2024-09-01 02:45,-4,,False,True,Airbus A320,N66563,2191
1695730,Delta,3967,LAX,JFK,2024-09-01 01:15,2024-09-01 01:42,2024-09-01 03:15,2024-09-01 03:24,9,Air Traffic Control,False,True,Airbus A320,N27169,1261
1695731,United,4818,LAX,MIA,2024-09-01 13:22,2024-09-01 13:37,2024-09-01 19:22,2024-09-01 19:40,18,Maintenance,False,False,Boeing 777,N79198,2013
1695732,United,3608,LAX,JFK,2024-09-01 11:27,2024-09-01 11:34,2024-09-01 13:27,2024-09-01 13:37,10,Maintenance,True,False,Boeing 737,N43721,342
1695733,United,6523,ATL,SEA,2024-09-01 01:39,2024-09-01 01:46,2024-09-01 03:39,2024-09-01 03:54,15,Weather,False,True,Airbus A320,N95647,1642
1695734,United,3406,DFW,BOS,2024-09-01 06:17,2024-09-01 06:29,2024-09-01 10:17,2024-09-01 10:29,12,Maintenance,False,False,Boeing 777,N81834,2985
1695735,United,3889,ORD,BOS,2024-09-01 03:38,2024-09-01 03:38,2024-09-01 09:38,2024-09-01 09:36,-2,,False,False,Airbus A320,N52229,1806
1695736,United,7984,ATL,MIA,2024-09-01 23:31,2024-09-01 23:51,2024-09-02 01:31,2024-09-02 01:32,1,Maintenance,True,True,Airbus A320,N50211,1405
1695737,United,1265,ORD,SEA,2024-09-01 08:17,2024-09-01 08:45,2024-09-01 13:17,2024-09-01 13:26,9,Weather,False,False,Boeing 777,N74589,390
1695738,Delta,6569,ATL,SEA,2024-09-01 23:26,2024-09-01 23:41,2024-09-02 04:26,2024-09-02 04:52,26,Weather,True,True,Boeing 737,N56459,2799
1695739,United,2710,JFK,JFK,2024-09-01 16:00,2024-09-01 16:07,2024-09-01 19:00,2024-09-01 19:30,30,Maintenance,True,True,Boeing 777,N55736,189
1695740,Southwest,8776,ATL,JFK,2024-09-01 14:46,2024-09-01 14:55,2024-09-01 17:46,2024-09-01 17:58,12,Air Traffic Control,True,True,Boeing 737,N21953,2195
1695741,Delta,0636,DFW,JFK,2024-09-01 00:45,2024-09-01 01:08,2024-09-01 02:45,2024-09-01 03:04,19,Weather,True,True,Boeing 737,N13895,266
1695742,Southwest,2826,LAX,SEA,2024-09-01 03:06,2024-09-01 03:09,2024-09-01 07:06,2024-09-01 07:15,9,Weather,True,True,Airbus A320,N28347,2681
1695743,American Airlines,8666,DFW,SEA,2024-09-01 02:46,2024-09-01 02:52,2024-09-01 07:46,2024-09-01 07:51,5,Maintenance,True,False,Boeing 777,N65376,302
1695744,Southwest,1192,DFW,MIA,2024-09-01 05:45,2024-09-01 06:12,2024-09-01 11:45,2024-09-01 11:51,6,Air Traffic Control,True,False,Boeing 737,N61846,702
1695745,American Airlines,9040,DFW,SFO,2024-09-01 07:48,2024-09-01 08:05,2024-09-01 10:48,2024-09-01 10:58,10,Maintenance,False,True,Boeing 737,N66777,2935
1695746,Delta,9663,ORD,BOS,2024-09-01 16:50,2024-09-01 16:58,2024-09-01 19:50,2024-09-01 20:07,17,Weather,False,False,Airbus A320,N26169,1823
1695747,Delta,0657,ORD,SEA,2024-09-01 07:22,2024-09-01 07:36,2024-09-01 12:22,2024-09-01 12:43,21,Weather,False,True,Airbus A320,N75755,463
1695748,Delta,6242,ORD,SEA,2024-09-01 11:38,2024-09-01 11:56,2024-09-01 15:38,2024-09-01 15:39,1,Weather,True,False,Boeing 737,N71711,1084
1695749,American Airlines,6348,ATL,BOS,2024-09-01 00:16,2024-09-01 00:25,2024-09-01 02:16,2024-09-01 02:24,8,Maintenance,True,False,Boeing 737,N48803,2435
1695750,United,0871,JFK,JFK,2024-09-01 15:30,2024-09-01 15:46,2024-09-01 18:30,2024-09-01 18:33,3,Air Traffic Control,False,False,Boeing 777,N38755,1468
1695751,United,4340,ORD,BOS,2024-09-01 18:38,2024-09-01 18:41,2024-09-02 00:38,2024-09-02 00:50,12,Weather,True,True,Boeing 737,N22394,745
1695752,Southwest,5286,ORD,SEA,2024-09-01 15:22,2024-09-01 15:46,2024-09-01 16:22,2024-09-01 16:41,19,Air Traffic Control,False,False,Boeing 777,N95685,127
1695753,Delta,0644,DFW,MIA,2024-09-01 15:47,2024-09-01 15:50,2024-09-01 20:47,2024-09-01 21:03,16,Maintenance,True,False,Boeing 737,N64357,201
1695754,Delta,6201,LAX,SFO,2024-09-01 02:04,2024-09-01 02:04,2024-09-01 08:04,2024-09-01 08:01,-3,,True,True,Boeing 737,N85765,2703
1695755,American Airlines,0304,ATL,SEA,2024-09-01 13:12,2024-09-01 13:40,2024-09-01 17:12,2024-09-01 17:41,29,Maintenance,False,False,Boeing 777,N48375,1775
1695756,American Airlines,9542,LAX,SFO,2024-09-01 15:13,2024-09-01 15:23,2024-09-01 16:13,2024-09-01 16:30,17,Weather,True,True,Boeing 777,N84033,2664
1695757,Delta,9350,DFW,SFO,2024-09-01 21:27,2024-09-01 21:27,2024-09-02 01:27,2024-09-02 01:42,15,Weather,True,False,Boeing 737,N47991,1261
1695758,American Airlines,8752,ATL,SFO,2024-09-01 13:10,2024-09-01 13:22,2024-09-01 16:10,2024-09-01 16:10,0,,True,False,Boeing 737,N79129,1537
1695759,United,6556,DFW,MIA,2024-09-01 11:52,2024-09-01 12:06,2024-09-01 17:52,2024-09-01 17:48,-4,,False,True,Boeing 777,N31558,2991
1695760,Delta,6956,LAX,JFK,2024-09-01 17:28,2024-09-01 17:41,2024-09-01 22:28,2024-09-01 22:28,0,,True,False,Boeing 777,N46427,400
1695761,United,9495,DFW,JFK,2024-09-01 11:36,2024-09-01 12:05,2024-09-01 13:36,2024-09-01 14:01,25,Weather,False,True,Airbus A320,N70472,627
1695762,American Airlines,0103,ATL,JFK,2024-09-01 10:42,2024-09-01 10:47,2024-09-01 14:42,2024-09-01 14:58,16,Maintenance,False,False,Boeing 777,N70055,2222
1695763,American Airlines,2340,ATL,JFK,2024-09-01 02:24,2024-09-01 02:38,2024-09-01 07:24,2024-09-01 07:17,-7,,False,False,Boeing 737,N61701,1418
1695764,Delta,5151,JFK,BOS,2024-09-01 01:08,2024-09-01 01:11,2024-09-01 05:08,2024-09-01 05:01,-7,,True,True,Boeing 777,N35769,1809
1695765,Southwest,3981,JFK,BOS,2024-09-01 08:40,2024-09-01 09:03,2024-09-01 09:40,2024-09-01 09:30,-10,,True,True,Boeing 737,N34068,633
1695766,Southwest,1144,JFK,BOS,2024-09-01 22:29,2024-09-01 22:38,2024-09-02 00:29,2024-09-02 00:32,3,Air Traffic Control,True,True,Boeing 737,N33938,2911
1695767,American Airlines,3154,JFK,JFK,2024-09-01 19:23,2024-09-01 19:30,2024-09-01 21:23,2024-09-01 21:18,-5,,False,False,Boeing 777,N43613,2302
1695768,Delta,7300,ORD,SEA,2024-09-01 11:12,2024-09-01 11:27,2024-09-01 13:12,2024-09-01 13:20,8,Weather,False,False,Boeing 777,N63463,2428
1695769,Delta,1650,ATL,BOS,2024-09-01 00:45,2024-09-01 01:05,2024-09-01 03:45,2024-09-01 03:49,4,Maintenance,False,False,Boeing 777,N98337,2636
1695770,United,8442,ORD,SFO,2024-09-01 22:39,2024-09-01 22:42,2024-09-02 02:39,2024-09-02 02:36,-3,,True,True,Airbus A320,N98306,2986
1695771,Southwest,5467,DFW,SEA,2024-09-01 21:07,2024-09-01 21:37,2024-09-01 23:07,2024-09-01 23:26,19,Air Traffic Control,True,False,Boeing 777,N14890,1514
1695772,American Airlines,0629,DFW,BOS,2024-09-01 02:30,2024-09-01 02:52,2024-09-01 06:30,2024-09-01 06:38,8,Maintenance,True,False,Airbus A320,N44875,1260
1695773,United,1893,DFW,SEA,2024-09-01 11:30,2024-09-01 12:00,2024-09-01 14:30,2024-09-01 14:49,19,Air Traffic Control,False,True,Boeing 777,N69831,1686
1695774,American Airlines,0331,DFW,MIA,2024-09-01 05:02,2024-09-01 05:19,2024-09-01 07:02,2024-09-01 07:07,5,Weather,True,True,Airbus A320,N72302,2030
1695775,United,4857,DFW,MIA,2024-09-01 16:42,2024-09-01 16:50,2024-09-01 19:42,2024-09-01 19:46,4,Weather,True,True,Boeing 737,N29093,1402
1695776,American Airlines,4198,LAX,BOS,2024-09-01 01:56,2024-09-01 02:24,2024-09-01 07:56,2024-09-01 07:54,-2,,True,True,Airbus A320,N23348,1416
1695777,Delta,3918,DFW,MIA,2024-09-01 02:48,2024-09-01 02:58,2024-09-01 07:48,2024-09-01 07:58,10,Air Traffic Control,False,False,Airbus A320,N21187,1113
1695778,Southwest,0900,DFW,SFO,2024-09-01 13:46,2024-09-01 14:11,2024-09-01 15:46,2024-09-01 15:53,7,Maintenance,True,True,Boeing 737,N80388,706
1695779,United,7556,JFK,SEA,2024-09-01 03:35,2024-09-01 03:48,2024-09-01 07:35,2024-09-01 07:46,11,Weather,True,True,Boeing 737,N15126,1891
1695780,Delta,6235,DFW,BOS,2024-09-01 11:22,2024-09-01 11:49,2024-09-01 13:22,2024-09-01 13:40,18,Air Traffic Control,False,False,Boeing 737,N94868,1146
1695781,United,1924,JFK,SFO,2024-09-01 16:38,2024-09-01 16:44,2024-09-01 17:38,2024-09-01 17:43,5,Air Traffic Control,True,False,Boeing 777,N24771,2379
1695782,American Airlines,1493,DFW,MIA,2024-09-01 09:11,2024-09-01 09:30,2024-09-01 11:11,2024-09-01 11:16,5,Maintenance,False,True,Boeing 777,N83208,1040
1695783,United,4501,JFK,SEA,2024-09-01 04:46,2024-09-01 04:46,2024-09-01 07:46,2024-09-01 07:53,7,Maintenance,False,True,Airbus A320,N73161,1909
1695784,American Airlines,9820,ORD,SEA,2024-09-01 07:45,2024-09-01 08:11,2024-09-01 13:45,2024-09-01 14:06,21,Air Traffic Control,False,True,Boeing 777,N21756,399
1695785,Delta,1511,JFK,SEA,2024-09-01 15:02,2024-09-01 15:03,2024-09-01 21:02,2024-09-01 21:03,1,Air Traffic Control,True,False,Boeing 777,N63053,1621
1695786,American Airlines,7534,ORD,BOS,2024-09-01 09:09,2024-09-01 09:36,2024-09-01 15:09,2024-09-01 15:02,-7,,True,True,Boeing 777,N22351,2255
1695787,Delta,8204,ATL,BOS,2024-09-01 15:35,2024-09-01 15:48,2024-09-01 17:35,2024-09-01 17:27,-8,,False,False,Boeing 777,N91146,2144
1695788,American Airlines,4051,DFW,JFK,2024-09-01 23:49,2024-09-01 23:50,2024-09-02 04:49,2024-09-02 04:52,3,Maintenance,False,False,Boeing 777,N82314,752
1695789,American Airlines,5096,ORD,JFK,2024-09-01 19:11,2024-09-01 19:24,2024-09-01 22:11,2024-09-01 22:17,6,Air Traffic Control,False,True,Airbus A320,N54739,2855
1695790,Delta,1562,JFK,JFK,2024-09-01 17:42,2024-09-01 18:09,2024-09-01 18:42,2024-09-01 18:36,-6,,False,False,Boeing 737,N42626,1789
1695791,United,0971,ORD,MIA,2024-09-01 20:33,2024-09-01 20:52,2024-09-01 21:33,2024-09-01 21:52,19,Weather,False,False,Airbus A320,N41711,2226
1695792,United,8813,JFK,SFO,2024-09-01 03:10,2024-09-01 03:30,2024-09-01 07:10,2024-09-01 07:06,-4,,False,False,Airbus A320,N38787,973
1695793,American Airlines,6111,DFW,MIA,2024-09-01 02:27,2024-09-01 02:41,2024-09-01 05:27,2024-09-01 05:50,23,Air Traffic Control,False,True,Boeing 777,N36475,492
1695794,Southwest,5424,JFK,BOS,2024-09-01 17:31,2024-09-01 17:53,2024-09-01 19:31,2024-09-01 20:01,30,Maintenance,False,False,Boeing 777,N15549,368
1695795,Delta,4975,JFK,JFK,2024-09-01 16:14,2024-09-01 16:30,2024-09-01 17:14,2024-09-01 17:23,9,Maintenance,True,True,Boeing 737,N23355,2351
1695796,Southwest,4548,ORD,MIA,2024-09-01 10:02,2024-09-01 10:03,2024-09-01 14:02,2024-09-01 14:16,14,Maintenance,False,True,Airbus A320,N84793,1333
1695797,Southwest,6934,ATL,SEA,2024-09-01 13:41,2024-09-01 13:51,2024-09-01 14:41,2024-09-01 14:46,5,Weather,False,False,Airbus A320,N45163,1727
1695798,Delta,2766,DFW,JFK,2024-09-01 04:30,2024-09-01 05:00,2024-09-01 09:30,2024-09-01 09:23,-7,,True,True,Boeing 737,N38959,713
1695799,American Airlines,4459,JFK,SFO,2024-09-01 21:18,2024-09-01 21:34,2024-09-02 01:18,2024-09-02 01:34,16,Weather,False,True,Boeing 737,N76019,2283
1695800,United,0595,DFW,SEA,2024-09-01 16:42,2024-09-01 17:04,2024-09-01 19:42,2024-09-01 19:55,13,Weather,False,False,Boeing 777,N69402,564
1695801,Southwest,8778,LAX,JFK,2024-09-01 05:10,2024-09-01 05:20,2024-09-01 08:10,2024-09-01 08:16,6,Air Traffic Control,False,True,Airbus A320,N95602,2285
1695802,Delta,9038,LAX,BOS,2024-09-01 06:55,2024-09-01 07:16,2024-09-01 08:55,2024-09-01 08:59,4,Weather,False,False,Boeing 737,N32071,2430
1695803,Southwest,8921,ATL,SFO,2024-09-01 13:25,2024-09-01 13:55,2024-09-01 16:25,2024-09-01 16:44,19,Air Traffic Control,True,True,Boeing 777,N67938,1686
1695804,American Airlines,1213,ATL,SEA,2024-09-01 20:45,2024-09-01 21:00,2024-09-01 23:45,2024-09-02 00:01,16,Maintenance,True,True,Boeing 737,N17595,989
1695805,United,5940,ATL,MIA,2024-09-01 15:27,2024-09-01 15:54,2024-09-01 18:27,2024-09-01 18:55,28,Air Traffic Control,False,True,Airbus A320,N37501,1838
1695806,United,5366,ATL,BOS,2024-09-01 08:15,2024-09-01 08:19,2024-09-01 12:15,2024-09-01 12:18,3,Air Traffic Control,True,True,Boeing 737,N60146,860
1695807,American Airlines,9087,JFK,BOS,2024-09-01 21:43,2024-09-01 21:55,2024-09-01 22:43,2024-09-01 22:41,-2,,True,False,Airbus A320,N90601,666
1695808,Southwest,4238,ATL,SFO,2024-09-01 00:51,2024-09-01 01:13,2024-09-01 02:51,2024-09-01 03:02,11,Maintenance,True,True,Boeing 737,N85418,2316
1695809,American Airlines,6561,JFK,SEA,2024-09-01 13:36,2024-09-01 13:52,2024-09-01 16:36,2024-09-01 16:47,11,Air Traffic Control,False,True,Boeing 777,N65446,216
1695810,United,1795,ATL,MIA,2024-09-01 06:30,2024-09-01 06:46,2024-09-01 07:30,2024-09-01 07:53,23,Air Traffic Control,True,True,Boeing 737,N99758,1427
1695811,Delta,5130,JFK,MIA,2024-09-01 19:21,2024-09-01 19:45,2024-09-02 00:21,2024-09-02 00:44,23,Maintenance,True,False,Airbus A320,N92858,1961
1695812,Southwest,8550,LAX,BOS,2024-09-01 13:54,2024-09-01 14:17,2024-09-01 14:54,2024-09-01 14:52,-2,,False,True,Boeing 737,N44440,1956
1695813,Delta,6297,JFK,SFO,2024-09-01 03:08,2024-09-01 03:08,2024-09-01 05:08,2024-09-01 05:28,20,Air Traffic Control,False,False,Boeing 777,N32056,1305
1695814,American Airlines,9975,DFW,SFO,2024-09-01 21:56,2024-09-01 22:01,2024-09-02 01:56,2024-09-02 01:52,-4,,False,False,Boeing 737,N56936,2143
1695815,American Airlines,3809,JFK,SFO,2024-09-01 15:55,2024-09-01 16:23,2024-09-01 18:55,2024-09-01 19:06,11,Air Traffic Control,False,False,Boeing 777,N48756,2277
1695816,Southwest,3941,LAX,SEA,2024-09-01 06:31,2024-09-01 07:01,2024-09-01 10:31,2024-09-01 10:41,10,Maintenance,True,True,Airbus A320,N94683,182
1695817,United,9087,ORD,SEA,2024-09-01 12:11,2024-09-01 12:20,2024-09-01 15:11,2024-09-01 15:37,26,Maintenance,False,True,Boeing 777,N93452,1148
1695818,American Airlines,2889,LAX,MIA,2024-09-01 19:01,2024-09-01 19:08,2024-09-01 20:01,2024-09-01 20:12,11,Weather,True,False,Boeing 737,N25384,856
1695819,Southwest,1773,DFW,JFK,2024-09-01 12:55,2024-09-01 13:03,2024-09-01 17:55,2024-09-01 17:47,-8,,False,False,Boeing 737,N82730,2084
1695820,Delta,7198,ATL,SFO,2024-09-01 11:56,2024-09-01 12:07,2024-09-01 17:56,2024-09-01 18:15,19,Weather,True,False,Airbus A320,N69899,2148
1695821,American Airlines,2576,JFK,BOS,2024-09-01 11:09,2024-09-01 11:35,2024-09-01 14:09,2024-09-01 14:29,20,Maintenance,True,True,Boeing 777,N18283,2866
1695822,United,6715,ORD,SEA,2024-09-01 09:59,2024-09-01 10:21,2024-09-01 14:59,2024-09-01 15:29,30,Maintenance,True,False,Boeing 737,N86236,2569
1695823,United,6809,LAX,SEA,2024-09-01 00:17,2024-09-01 00:45,2024-09-01 02:17,2024-09-01 02:31,14,Weather,True,False,Airbus A320,N65666,1241
1695824,Southwest,5980,LAX,SFO,2024-09-01 20:02,2024-09-01 20:13,2024-09-02 00:02,2024-09-02 00:06,4,Maintenance,True,True,Airbus A320,N82642,2618
1695825,Southwest,7097,JFK,SEA,2024-09-01 02:13,2024-09-01 02:15,2024-09-01 05:13,2024-09-01 05:12,-1,,True,True,Boeing 737,N71756,2428
1695826,Delta,5485,JFK,SEA,2024-09-01 10:35,2024-09-01 11:04,2024-09-01 12:35,2024-09-01 13:04,29,Weather,True,True,Boeing 737,N44281,2864
1695827,American Airlines,7470,ATL,SFO,2024-09-01 05:28,2024-09-01 05:42,2024-09-01 06:28,2024-09-01 06:55,27,Maintenance,True,False,Boeing 777,N48101,1597
1695828,United,3162,DFW,SFO,2024-09-01 01:56,2024-09-01 01:59,2024-09-01 06:56,2024-09-01 07:07,11,Maintenance,True,False,Airbus A320,N30787,2842
1695829,Delta,5308,LAX,SFO,2024-09-01 13:55,2024-09-01 14:14,2024-09-01 17:55,2024-09-01 18:05,10,Maintenance,False,False,Boeing 737,N14954,296
1695830,United,5138,LAX,MIA,2024-09-01 12:10,2024-09-01 12:19,2024-09-01 18:10,2024-09-01 18:21,11,Air Traffic Control,False,True,Boeing 777,N13037,1696
1695831,United,0105,DFW,SFO,2024-09-01 02:29,2024-09-01 02:39,2024-09-01 04:29,2024-09-01 04:31,2,Maintenance,True,True,Airbus A320,N85857,290
1695832,United,0387,LAX,JFK,2024-09-01 06:51,2024-09-01 07:02,2024-09-01 12:51,2024-09-01 12:53,2,Maintenance,True,False,Boeing 777,N83676,1862
1695833,Southwest,2208,LAX,JFK,2024-09-01 22:06,2024-09-01 22:07,2024-09-01 23:06,2024-09-01 22:56,-10,,True,True,Boeing 737,N51435,2803
1695834,American Airlines,4237,ATL,JFK,2024-09-01 19:14,2024-09-01 19:25,2024-09-01 21:14,2024-09-01 21:32,18,Maintenance,True,False,Airbus A320,N74511,2613
1695835,Southwest,7111,LAX,JFK,2024-09-01 17:37,2024-09-01 17:40,2024-09-01 20:37,2024-09-01 20:35,-2,,False,False,Boeing 737,N71278,1686
1695836,Southwest,4864,DFW,SEA,2024-09-01 06:01,2024-09-01 06:27,2024-09-01 09:01,2024-09-01 08:58,-3,,True,True,Airbus A320,N57129,1718
1695837,Southwest,2592,ATL,SFO,2024-09-01 19:02,2024-09-01 19:19,2024-09-01 21:02,2024-09-01 21:24,22,Air Traffic Control,True,True,Boeing 777,N98091,1692
1695838,American Airlines,7677,LAX,SEA,2024-09-01 10:37,2024-09-01 10:37,2024-09-01 13:37,2024-09-01 13:55,18,Maintenance,True,True,Airbus A320,N17408,397
1695839,American Airlines,9277,DFW,SEA,2024-09-01 18:00,2024-09-01 18:29,2024-09-01 19:00,2024-09-01 19:13,13,Maintenance,False,False,Boeing 737,N82272,1666
1695840,United,3897,DFW,MIA,2024-09-01 22:33,2024-09-01 22:38,2024-09-01 23:33,2024-09-01 23:30,-3,,True,False,Boeing 737,N23739,1257
1695841,United,1093,ATL,BOS,2024-09-01 18:31,2024-09-01 18:32,2024-09-01 20:31,2024-09-01 20:59,28,Air Traffic Control,True,False,Boeing 777,N53089,525
1695842,Delta,4131,ORD,MIA,2024-09-01 13:19,2024-09-01 13:21,2024-09-01 19:19,2024-09-01 19:28,9,Air Traffic Control,False,False,Boeing 737,N20269,2665
1695843,Southwest,7916,ORD,SFO,2024-09-01 14:16,2024-09-01 14:30,2024-09-01 17:16,2024-09-01 17:15,-1,,False,True,Airbus A320,N70948,258
1695844,United,2813,DFW,MIA,2024-09-01 14:21,2024-09-01 14:50,2024-09-01 20:21,2024-09-01 20:35,14,Air Traffic Control,False,False,Boeing 777,N87928,2717
1695845,Southwest,7870,ATL,JFK,2024-09-01 07:13,2024-09-01 07:18,2024-09-01 08:13,2024-09-01 08:21,8,Air Traffic Control,False,True,Airbus A320,N15575,1117
1695846,Delta,1945,LAX,JFK,2024-09-01 20:16,2024-09-01 20:34,2024-09-01 22:16,2024-09-01 22:22,6,Air Traffic Control,True,False,Boeing 777,N51625,475
1695847,Southwest,2811,LAX,SFO,2024-09-01 19:11,2024-09-01 19:31,2024-09-01 23:11,2024-09-01 23:33,22,Maintenance,True,True,Boeing 777,N59630,1851
1695848,American Airlines,2790,JFK,MIA,2024-09-01 08:15,2024-09-01 08:35,2024-09-01 09:15,2024-09-01 09:36,21,Maintenance,True,True,Boeing 777,N70258,769
1695849,American Airlines,3765,ATL,BOS,2024-09-01 13:38,2024-09-01 13:45,2024-09-01 15:38,2024-09-01 15:55,17,Air Traffic Control,True,False,Boeing 737,N97812,1582
1695850,Southwest,4897,JFK,BOS,2024-09-01 07:16,2024-09-01 07:43,2024-09-01 10:16,2024-09-01 10:22,6,Air Traffic Control,False,False,Airbus A320,N99394,955
1695851,American Airlines,0222,DFW,BOS,2024-09-01 01:17,2024-09-01 01:45,2024-09-01 07:17,2024-09-01 07:24,7,Maintenance,True,True,Boeing 737,N36999,2580
1695852,Southwest,2353,JFK,SEA,2024-09-01 13:22,2024-09-01 13:42,2024-09-01 16:22,2024-09-01 16:32,10,Air Traffic Control,True,True,Boeing 737,N69642,2422
1695853,United,3185,ATL,BOS,2024-09-01 06:09,2024-09-01 06:24,2024-09-01 10:09,2024-09-01 10:16,7,Air Traffic Control,False,True,Boeing 737,N19939,237
1695854,American Airlines,8122,ATL,SEA,2024-09-01 09:20,2024-09-01 09:38,2024-09-01 14:20,2024-09-01 14:43,23,Maintenance,True,False,Airbus A320,N15061,2840
1695855,United,8387,DFW,BOS,2024-09-01 09:39,2024-09-01 10:02,2024-09-01 15:39,2024-09-01 15:33,-6,,True,False,Airbus A320,N91518,144
1695856,American Airlines,3591,DFW,BOS,2024-09-01 08:56,2024-09-01 08:58,2024-09-01 13:56,2024-09-01 13:49,-7,,True,False,Airbus A320,N17737,1630
1695857,United,4992,ORD,SFO,2024-09-01 05:49,2024-09-01 06:18,2024-09-01 11:49,2024-09-01 11:59,10,Maintenance,True,True,Boeing 777,N56958,2606
1695858,United,2719,DFW,MIA,2024-09-01 04:55,2024-09-01 05:09,2024-09-01 09:55,2024-09-01 09:56,1,Air Traffic Control,True,True,Airbus A320,N77831,456
1695859,Delta,6566,ORD,SEA,2024-09-01 14:23,2024-09-01 14:26,2024-09-01 20:23,2024-09-01 20:23,0,,True,False,Boeing 777,N38832,608
1695860,Delta,0362,DFW,MIA,2024-09-01 14:53,2024-09-01 15:18,2024-09-01 20:53,2024-09-01 21:18,25,Air Traffic Control,True,True,Boeing 777,N14225,839
1695861,American Airlines,0007,DFW,MIA,2024-09-01 18:35,2024-09-01 18:47,2024-09-01 19:35,2024-09-01 19:50,15,Weather,True,False,Boeing 777,N71598,768
1695862,Southwest,1223,ORD,BOS,2024-09-01 12:37,2024-09-01 12:40,2024-09-01 15:37,2024-09-01 15:59,22,Weather,True,True,Boeing 777,N13303,2210
1695863,American Airlines,9346,DFW,SEA,2024-09-01 06:47,2024-09-01 07:14,2024-09-01 11:47,2024-09-01 11:50,3,Maintenance,False,True,Boeing 777,N31454,1298
1695864,Delta,8587,JFK,MIA,2024-09-01 10:17,2024-09-01 10:34,2024-09-01 16:17,2024-09-01 16:25,8,Maintenance,True,True,Boeing 737,N96115,1855
1695865,Delta,9494,LAX,MIA,2024-09-01 03:24,2024-09-01 03:51,2024-09-01 08:24,2024-09-01 08:54,30,Weather,True,False,Boeing 737,N55304,2677
1695866,Delta,2739,LAX,SEA,2024-09-01 11:25,2024-09-01 11:37,2024-09-01 17:25,2024-09-01 17:19,-6,,True,False,Boeing 777,N84116,2470
1695867,Southwest,8767,ORD,SEA,2024-09-01 09:03,2024-09-01 09:07,2024-09-01 15:03,2024-09-01 15:28,25,Air Traffic Control,True,True,Boeing 737,N65517,987
1695868,Delta,7653,ORD,MIA,2024-09-01 02:05,2024-09-01 02:09,2024-09-01 07:05,2024-09-01 07:06,1,Weather,True,True,Boeing 777,N91018,402
1695869,American Airlines,6738,DFW,SEA,2024-09-01 18:45,2024-09-01 19:13,2024-09-01 23:45,2024-09-01 23:52,7,Weather,True,True,Boeing 777,N92624,681
1695870,United,9727,DFW,MIA,2024-09-01 00:14,2024-09-01 00:20,2024-09-01 05:14,2024-09-01 05:22,8,Weather,True,False,Boeing 737,N73407,451
1695871,American Airlines,9781,DFW,MIA,2024-09-01 05:20,2024-09-01 05:42,2024-09-01 06:20,2024-09-01 06:19,-1,,True,True,Boeing 777,N84061,234
1695872,Delta,4772,LAX,SEA,2024-09-01 10:05,2024-09-01 10:14,2024-09-01 15:05,2024-09-01 15:22,17,Weather,False,False,Boeing 777,N67922,567
1695873,Delta,0162,ATL,SEA,2024-09-01 01:02,2024-09-01 01:17,2024-09-01 05:02,2024-09-01 04:54,-8,,True,False,Boeing 777,N78805,1599
1695874,American Airlines,9808,ORD,BOS,2024-09-01 11:37,2024-09-01 11:53,2024-09-01 12:37,2024-09-01 12:43,6,Maintenance,False,True,Airbus A320,N60915,2281
1695875,United,0820,DFW,JFK,2024-09-01 17:59,2024-09-01 18:18,2024-09-01 21:59,2024-09-01 22:22,23,Maintenance,True,True,Airbus A320,N14137,132
1695876,United,2411,DFW,SEA,2024-09-01 10:07,2024-09-01 10:37,2024-09-01 13:07,2024-09-01 13:31,24,Maintenance,False,True,Airbus A320,N85726,2284
